rule_level,is_external_ip,is_ssh,is_bruteforce,is_web_attack,is_suricata,dstport,label
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,56768,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,56768,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41512,0
3,1,0,0,0,1,41512,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41520,0
3,1,0,0,0,1,41520,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,41530,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41530,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41528,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41528,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
3,0,0,0,0,0,0,0
3,1,0,0,0,1,50066,0
3,1,0,0,0,1,50066,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41580,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,41580,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,57558,0
3,1,0,0,0,1,57558,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,55504,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,55504,0
3,1,0,0,0,1,55502,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,55502,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,34590,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,34590,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,47700,0
3,1,0,0,0,1,47700,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
3,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,52148,0
3,1,0,0,0,1,52148,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,50310,0
3,1,0,0,0,1,50310,0
6,1,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,52128,0
3,0,0,0,0,1,52128,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
3,0,0,0,0,1,53,0
8,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,1,0,0,0,1,38366,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,38366,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,1,0,0,0,1,38398,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,38398,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,38416,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,38416,0
6,1,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,59386,0
6,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0
3,1,0,0,0,1,59386,0
3,1,0,0,0,1,443,0
3,1,0,0,0,1,443,0
6,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
11,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
10,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,52194,0
3,0,0,0,0,1,52194,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
3,0,0,0,0,1,443,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,52222,0
3,0,0,0,0,1,52222,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
3,0,0,0,0,1,52224,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,52224,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,443,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
10,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
11,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
6,0,0,0,0,0,0,0
3,0,0,0,0,1,53,0
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55078,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55078,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55108,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55108,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,55130,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55130,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55138,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55138,1
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
10,0,0,0,0,0,0,2
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55238,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55238,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,55266,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55266,1
10,0,0,0,0,0,0,2
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
11,0,0,0,0,0,0,2
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
10,0,0,0,0,0,0,2
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
10,0,0,0,0,0,0,2
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
10,0,0,0,0,0,0,2
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,55362,1
3,0,0,0,0,1,55362,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,443,1
3,0,0,0,0,1,443,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
3,0,0,0,0,1,53,1
3,0,0,0,0,1,53,1
6,0,0,0,0,0,0,1
